"H","L","HL","H2L","OH"
9.91923610500647e-08,0.000353446612127488,7.53379617161184e-07,8.25535101026346e-12,1.52588488913202e-07
0.000105333096561512,0.000108182271590221,0.000244868411116368,2.84931893927755e-06,1.43692846583345e-10
0.000358863959116146,3.91249523027326e-05,0.000301714012335585,1.19610353629523e-05,4.21764629739913e-11
0.000668387430411037,2.1694741038275e-05,0.00031159792692844,2.30073332768277e-05,2.26449687646792e-11
0.00132652859353357,1.05662501267436e-05,0.000301196081871172,4.41376680032219e-05,1.14099406210644e-11
0.0026311411181905,4.78546322847413e-06,0.000270570185981058,7.86443507904688e-05,5.75248981505457e-12
0.00661725917482814,1.43317402583212e-06,0.000203792824489205,0.000148974001484993,2.28729328631066e-12
0.0133758306206486,4.96252847277797e-07,0.000142638113822512,0.000210765633330259,1.13156430532223e-12
