"H","L","HL","H2L","OH"
9.91920961116247e-08,0.000353446611454947,7.53380289746091e-07,8.25530689525417e-12,1.52588896471443e-07
0.000105332949584147,0.000108182112470099,0.000244868582379109,2.84930679672882e-06,1.43693047086569e-10
0.000358863886235173,3.91248403327032e-05,0.000301714163394661,1.19609962739046e-05,4.21764715395277e-11
0.000668387434247493,2.16946732633318e-05,0.000311598066314838,2.30072616654291e-05,2.26449686347e-11
0.00132652869104873,1.05662173924561e-05,0.000301196244854906,4.4137537753776e-05,1.14099397823022e-11
0.00263114131440421,4.7854497554191e-06,0.00027057040914088,7.86441411037022e-05,5.75248938607061e-12
0.00661725947349598,1.43317099402074e-06,0.000203793129220662,0.000148973699785348,2.28729318307444e-12
0.0133758309208911,4.96252116350172e-07,0.000142638415526837,0.000210765332356862,1.13156427992242e-12
